environment	state_col	state	source	target	diagnostic_pass	beta_hat_full	state_slope	abs_state_slope	n_cells_state
immune	broad_cell_class	myeloid leukocyte	EGR1	MMP14	0	0.0200681497818701	0.05696300969946189	0.05696300969946189	3299
immune	broad_cell_class	granulocyte	EGR1	MMP14	0	0.0200681497818701	0.004050141106116966	0.004050141106116966	1925
immune	broad_cell_class	innate lymphoid cell	EGR1	MMP14	0	0.0200681497818701	0.00020875881782687924	0.00020875881782687924	405
immune	broad_cell_class	erythroid lineage cell	EGR1	MMP14	0	0.0200681497818701	0.1233633695920522	0.1233633695920522	288
immune	broad_cell_class	t cell	EGR1	SYN2	1	0.0038893750954346	1.6597236887725714e-05	1.6597236887725714e-05	5454
immune	broad_cell_class	lymphocyte of b lineage	EGR1	SYN2	1	0.0038893750954346	0.001352188075410719	0.001352188075410719	3480
immune	broad_cell_class	myeloid leukocyte	EGR1	SYN2	1	0.0038893750954346	-0.004287025277461315	0.004287025277461315	3299
immune	broad_cell_class	granulocyte	EGR1	SYN2	1	0.0038893750954346	0.011318883707136388	0.011318883707136388	1925
immune	broad_cell_class	innate lymphoid cell	EGR1	SYN2	1	0.0038893750954346	-0.00209899425066675	0.00209899425066675	405
immune	broad_cell_class	erythroid lineage cell	EGR1	SYN2	1	0.0038893750954346	0.0	0.0	288
immune	broad_cell_class	t cell	EGR1	ZFPM1	0	-0.0162140511706164	-0.02348964885842637	0.02348964885842637	5454
immune	broad_cell_class	lymphocyte of b lineage	EGR1	ZFPM1	0	-0.0162140511706164	-0.0101500702252617	0.0101500702252617	3480
immune	broad_cell_class	myeloid leukocyte	EGR1	ZFPM1	0	-0.0162140511706164	-0.008871672913146339	0.008871672913146339	3299
immune	broad_cell_class	granulocyte	EGR1	ZFPM1	0	-0.0162140511706164	0.005619143216994061	0.005619143216994061	1925
immune	broad_cell_class	innate lymphoid cell	EGR1	ZFPM1	0	-0.0162140511706164	0.0064693524236102435	0.0064693524236102435	405
immune	broad_cell_class	erythroid lineage cell	EGR1	ZFPM1	0	-0.0162140511706164	0.03259717248733453	0.03259717248733453	288
immune	broad_cell_class	t cell	ESR1	SMOX	1	0.0315932811631253	-0.002085896160902028	0.002085896160902028	5454
immune	broad_cell_class	lymphocyte of b lineage	ESR1	SMOX	1	0.0315932811631253	0.07560104516452577	0.07560104516452577	3480
immune	broad_cell_class	myeloid leukocyte	ESR1	SMOX	1	0.0315932811631253	-0.007487538426875629	0.007487538426875629	3299
immune	broad_cell_class	granulocyte	ESR1	SMOX	1	0.0315932811631253	-0.0031988698072182584	0.0031988698072182584	1925
immune	broad_cell_class	innate lymphoid cell	ESR1	SMOX	1	0.0315932811631253	-0.03830480843123793	0.03830480843123793	405
immune	broad_cell_class	erythroid lineage cell	ESR1	SMOX	1	0.0315932811631253	-0.3113177279023665	0.3113177279023665	288
immune	broad_cell_class	t cell	ETS1	PRL	0	-0.0007627829457862	-0.0015185489386553073	0.0015185489386553073	5454
immune	broad_cell_class	lymphocyte of b lineage	ETS1	PRL	0	-0.0007627829457862	0.0	0.0	3480
immune	broad_cell_class	myeloid leukocyte	ETS1	PRL	0	-0.0007627829457862	-0.0001238148158313403	0.0001238148158313403	3299
immune	broad_cell_class	granulocyte	ETS1	PRL	0	-0.0007627829457862	-0.00198043606957078	0.00198043606957078	1925
immune	broad_cell_class	innate lymphoid cell	ETS1	PRL	0	-0.0007627829457862	0.0015308071149261898	0.0015308071149261898	405
immune	broad_cell_class	erythroid lineage cell	ETS1	PRL	0	-0.0007627829457862	-0.0030696174939354704	0.0030696174939354704	288
immune	broad_cell_class	t cell	ETS1	ST3GAL1	0	0.241958977573052	0.06274794168473356	0.06274794168473356	5454
immune	broad_cell_class	lymphocyte of b lineage	ETS1	ST3GAL1	0	0.241958977573052	0.06811940135455098	0.06811940135455098	3480
immune	broad_cell_class	myeloid leukocyte	ETS1	ST3GAL1	0	0.241958977573052	0.042695851331909195	0.042695851331909195	3299
immune	broad_cell_class	granulocyte	ETS1	ST3GAL1	0	0.241958977573052	0.048952797421064405	0.048952797421064405	1925
immune	broad_cell_class	innate lymphoid cell	ETS1	ST3GAL1	0	0.241958977573052	-0.02778390194465246	0.02778390194465246	405
immune	broad_cell_class	erythroid lineage cell	ETS1	ST3GAL1	0	0.241958977573052	-0.09425753968757573	0.09425753968757573	288
immune	broad_cell_class	t cell	ETV4	CCND2	0	0.1510143188048724	-0.03336097565683619	0.03336097565683619	5454
immune	broad_cell_class	lymphocyte of b lineage	ETV4	CCND2	0	0.1510143188048724	0.007009083725264884	0.007009083725264884	3480
immune	broad_cell_class	myeloid leukocyte	ETV4	CCND2	0	0.1510143188048724	0.09026152671036507	0.09026152671036507	3299
immune	broad_cell_class	granulocyte	ETV4	CCND2	0	0.1510143188048724	-0.04170398389146628	0.04170398389146628	1925
immune	broad_cell_class	innate lymphoid cell	ETV4	CCND2	0	0.1510143188048724	0.18400916348643787	0.18400916348643787	405
immune	broad_cell_class	t cell	EZH2	ADAMTS1	0	0.0021991817036712	0.007440045024371742	0.007440045024371742	5454
immune	broad_cell_class	lymphocyte of b lineage	EZH2	ADAMTS1	0	0.0021991817036712	-0.0011624087255575782	0.0011624087255575782	3480
immune	broad_cell_class	myeloid leukocyte	EZH2	ADAMTS1	0	0.0021991817036712	0.012521921060749636	0.012521921060749636	3299
immune	broad_cell_class	granulocyte	EZH2	ADAMTS1	0	0.0021991817036712	0.005929276862426946	0.005929276862426946	1925
immune	broad_cell_class	innate lymphoid cell	EZH2	ADAMTS1	0	0.0021991817036712	-0.028909809208614787	0.028909809208614787	405
immune	broad_cell_class	erythroid lineage cell	EZH2	ADAMTS1	0	0.0021991817036712	0.0008833717029016149	0.0008833717029016149	288
immune	broad_cell_class	t cell	EZH2	RPLP0	0	0.0242308484352182	-0.12719928864191854	0.12719928864191854	5454
immune	broad_cell_class	lymphocyte of b lineage	EZH2	RPLP0	0	0.0242308484352182	-0.10193998671153558	0.10193998671153558	3480
immune	broad_cell_class	myeloid leukocyte	EZH2	RPLP0	0	0.0242308484352182	-0.03393515504997279	0.03393515504997279	3299
immune	broad_cell_class	granulocyte	EZH2	RPLP0	0	0.0242308484352182	0.08981307981135837	0.08981307981135837	1925
immune	broad_cell_class	innate lymphoid cell	EZH2	RPLP0	0	0.0242308484352182	-0.015760729137192047	0.015760729137192047	405
immune	broad_cell_class	erythroid lineage cell	EZH2	RPLP0	0	0.0242308484352182	0.6676808388881798	0.6676808388881798	288
immune	broad_cell_class	t cell	FOS	CEP112	1	0.0324527192567474	0.004841610173256761	0.004841610173256761	5454
immune	broad_cell_class	lymphocyte of b lineage	FOS	CEP112	1	0.0324527192567474	-0.004972726487629453	0.004972726487629453	3480
immune	broad_cell_class	myeloid leukocyte	FOS	CEP112	1	0.0324527192567474	0.0047883563560128396	0.0047883563560128396	3299
immune	broad_cell_class	granulocyte	FOS	CEP112	1	0.0324527192567474	-0.0058768915300303854	0.0058768915300303854	1925
immune	broad_cell_class	innate lymphoid cell	FOS	CEP112	1	0.0324527192567474	0.02605132838519337	0.02605132838519337	405
immune	broad_cell_class	erythroid lineage cell	FOS	CEP112	1	0.0324527192567474	0.0	0.0	288
immune	broad_cell_class	t cell	FOS	PARD3B	0	0.10214889492053	-0.0005178310864575818	0.0005178310864575818	5454
immune	broad_cell_class	lymphocyte of b lineage	FOS	PARD3B	0	0.10214889492053	0.0021271243642033886	0.0021271243642033886	3480
immune	broad_cell_class	myeloid leukocyte	FOS	PARD3B	0	0.10214889492053	-0.0060853133608211275	0.0060853133608211275	3299
immune	broad_cell_class	granulocyte	FOS	PARD3B	0	0.10214889492053	-0.015274953968873989	0.015274953968873989	1925
immune	broad_cell_class	innate lymphoid cell	FOS	PARD3B	0	0.10214889492053	0.007058313131667005	0.007058313131667005	405
immune	broad_cell_class	erythroid lineage cell	FOS	PARD3B	0	0.10214889492053	0.0019837768663902803	0.0019837768663902803	288
immune	broad_cell_class	t cell	GATA2	FRY	0	0.1196582933428292	-0.06331749654533503	0.06331749654533503	5454
immune	broad_cell_class	lymphocyte of b lineage	GATA2	FRY	0	0.1196582933428292	-0.052147896363050526	0.052147896363050526	3480
immune	broad_cell_class	myeloid leukocyte	GATA2	FRY	0	0.1196582933428292	0.14248872633324836	0.14248872633324836	3299
immune	broad_cell_class	granulocyte	GATA2	FRY	0	0.1196582933428292	-0.2962812377336048	0.2962812377336048	1925
immune	broad_cell_class	erythroid lineage cell	GATA2	FRY	0	0.1196582933428292	0.5001207031957344	0.5001207031957344	288
immune	broad_cell_class	t cell	GATA2	NR3C2	1	-0.0881468295816236	-0.2528740390581829	0.2528740390581829	5454
immune	broad_cell_class	lymphocyte of b lineage	GATA2	NR3C2	1	-0.0881468295816236	-0.43421003338250763	0.43421003338250763	3480
immune	broad_cell_class	myeloid leukocyte	GATA2	NR3C2	1	-0.0881468295816236	0.22637040037634823	0.22637040037634823	3299
immune	broad_cell_class	granulocyte	GATA2	NR3C2	1	-0.0881468295816236	0.10088587707614896	0.10088587707614896	1925
immune	broad_cell_class	erythroid lineage cell	GATA2	NR3C2	1	-0.0881468295816236	0.0	0.0	288
immune	broad_cell_class	t cell	GATA3	RBMS1	0	0.1363361345442438	0.028730892830959733	0.028730892830959733	5454
immune	broad_cell_class	lymphocyte of b lineage	GATA3	RBMS1	0	0.1363361345442438	-0.014930846166782124	0.014930846166782124	3480
immune	broad_cell_class	myeloid leukocyte	GATA3	RBMS1	0	0.1363361345442438	-0.03433451502494008	0.03433451502494008	3299
immune	broad_cell_class	granulocyte	GATA3	RBMS1	0	0.1363361345442438	-0.6940279555569879	0.6940279555569879	1925
immune	broad_cell_class	innate lymphoid cell	GATA3	RBMS1	0	0.1363361345442438	-0.07283711000476129	0.07283711000476129	405
immune	broad_cell_class	t cell	HIF1A	ITGB2	0	0.3048203439327198	0.014294478977393785	0.014294478977393785	5454
immune	broad_cell_class	lymphocyte of b lineage	HIF1A	ITGB2	0	0.3048203439327198	0.008280362471054013	0.008280362471054013	3480
immune	broad_cell_class	myeloid leukocyte	HIF1A	ITGB2	0	0.3048203439327198	-0.014416379205478707	0.014416379205478707	3299
immune	broad_cell_class	granulocyte	HIF1A	ITGB2	0	0.3048203439327198	0.08019930875245775	0.08019930875245775	1925
immune	broad_cell_class	innate lymphoid cell	HIF1A	ITGB2	0	0.3048203439327198	-0.03518067869574279	0.03518067869574279	405
immune	broad_cell_class	erythroid lineage cell	HIF1A	ITGB2	0	0.3048203439327198	0.3155687475817987	0.3155687475817987	288
immune	broad_cell_class	t cell	HIF1A	XXYLT1	0	0.00524615191078	0.0050559896113876145	0.0050559896113876145	5454
immune	broad_cell_class	lymphocyte of b lineage	HIF1A	XXYLT1	0	0.00524615191078	-0.0017936321327952289	0.0017936321327952289	3480
immune	broad_cell_class	myeloid leukocyte	HIF1A	XXYLT1	0	0.00524615191078	0.018064509771857497	0.018064509771857497	3299
immune	broad_cell_class	granulocyte	HIF1A	XXYLT1	0	0.00524615191078	0.004630358559841289	0.004630358559841289	1925
immune	broad_cell_class	innate lymphoid cell	HIF1A	XXYLT1	0	0.00524615191078	0.010265332250924101	0.010265332250924101	405
immune	broad_cell_class	erythroid lineage cell	HIF1A	XXYLT1	0	0.00524615191078	0.014959005821872314	0.014959005821872314	288
immune	broad_cell_class	t cell	HIPK2	NOX1	0	-0.0013566759760265	0.0007678702432593867	0.0007678702432593867	5454
immune	broad_cell_class	lymphocyte of b lineage	HIPK2	NOX1	0	-0.0013566759760265	-0.0016930110628101988	0.0016930110628101988	3480
immune	broad_cell_class	myeloid leukocyte	HIPK2	NOX1	0	-0.0013566759760265	-0.001904169406936058	0.001904169406936058	3299
immune	broad_cell_class	granulocyte	HIPK2	NOX1	0	-0.0013566759760265	0.005388627070184894	0.005388627070184894	1925
immune	broad_cell_class	innate lymphoid cell	HIPK2	NOX1	0	-0.0013566759760265	0.0	0.0	405
immune	broad_cell_class	erythroid lineage cell	HIPK2	NOX1	0	-0.0013566759760265	0.0	0.0	288
immune	broad_cell_class	t cell	HNF4A	ZBTB16	0	-0.1618695197456975	0.6628918691395524	0.6628918691395524	5454
immune	broad_cell_class	lymphocyte of b lineage	HNF4A	ZBTB16	0	-0.1618695197456975	0.20582922694846736	0.20582922694846736	3480
immune	broad_cell_class	myeloid leukocyte	HNF4A	ZBTB16	0	-0.1618695197456975	-0.25010532408418	0.25010532408418	3299
immune	broad_cell_class	granulocyte	HNF4A	ZBTB16	0	-0.1618695197456975	0.7257448499233147	0.7257448499233147	1925
immune	broad_cell_class	erythroid lineage cell	HNF4A	ZBTB16	0	-0.1618695197456975	-0.10442606129896775	0.10442606129896775	288
immune	broad_cell_class	t cell	JUN	STMN1	1	0.1172279210022007	-0.005198175175841612	0.005198175175841612	5454
immune	broad_cell_class	lymphocyte of b lineage	JUN	STMN1	1	0.1172279210022007	-0.0256322303564933	0.0256322303564933	3480
immune	broad_cell_class	myeloid leukocyte	JUN	STMN1	1	0.1172279210022007	0.10400167738145037	0.10400167738145037	3299
immune	broad_cell_class	granulocyte	JUN	STMN1	1	0.1172279210022007	0.16156182535823388	0.16156182535823388	1925
immune	broad_cell_class	innate lymphoid cell	JUN	STMN1	1	0.1172279210022007	-0.03105674341892437	0.03105674341892437	405
immune	broad_cell_class	erythroid lineage cell	JUN	STMN1	1	0.1172279210022007	0.22892334196201175	0.22892334196201175	288
immune	broad_cell_class	t cell	JUND	ERBB2	0	0.0235173018322095	-0.005432061628480325	0.005432061628480325	5454
immune	broad_cell_class	lymphocyte of b lineage	JUND	ERBB2	0	0.0235173018322095	-0.005237096168286259	0.005237096168286259	3480
immune	broad_cell_class	myeloid leukocyte	JUND	ERBB2	0	0.0235173018322095	-0.002701678649431168	0.002701678649431168	3299
immune	broad_cell_class	granulocyte	JUND	ERBB2	0	0.0235173018322095	-0.0012974983206517972	0.0012974983206517972	1925
immune	broad_cell_class	innate lymphoid cell	JUND	ERBB2	0	0.0235173018322095	-0.007423483098149567	0.007423483098149567	405
immune	broad_cell_class	erythroid lineage cell	JUND	ERBB2	0	0.0235173018322095	0.012005677493926416	0.012005677493926416	288
immune	broad_cell_class	t cell	KAT2B	SMAD4	0	0.0217962584420055	0.01126133607571206	0.01126133607571206	5454
immune	broad_cell_class	lymphocyte of b lineage	KAT2B	SMAD4	0	0.0217962584420055	0.03152220578815521	0.03152220578815521	3480
immune	broad_cell_class	myeloid leukocyte	KAT2B	SMAD4	0	0.0217962584420055	0.027259654540988755	0.027259654540988755	3299
immune	broad_cell_class	granulocyte	KAT2B	SMAD4	0	0.0217962584420055	0.022406175296016625	0.022406175296016625	1925
immune	broad_cell_class	innate lymphoid cell	KAT2B	SMAD4	0	0.0217962584420055	-0.005815022266213296	0.005815022266213296	405
immune	broad_cell_class	erythroid lineage cell	KAT2B	SMAD4	0	0.0217962584420055	0.02354772442949162	0.02354772442949162	288
immune	broad_cell_class	t cell	LMX1B	COL4A4	0	-0.1283237659982861	-0.015803072016650148	0.015803072016650148	5454
immune	broad_cell_class	lymphocyte of b lineage	LMX1B	COL4A4	0	-0.1283237659982861	0.3123797241442464	0.3123797241442464	3480
immune	broad_cell_class	myeloid leukocyte	LMX1B	COL4A4	0	-0.1283237659982861	-0.012104266278375905	0.012104266278375905	3299
immune	broad_cell_class	granulocyte	LMX1B	COL4A4	0	-0.1283237659982861	-0.0022732567716166447	0.0022732567716166447	1925
immune	broad_cell_class	innate lymphoid cell	LMX1B	COL4A4	0	-0.1283237659982861	-3.438203985948636	3.438203985948636	405
immune	broad_cell_class	t cell	MEIS2	IL17RB	0	-0.0243603709603087	-0.002068487039308683	0.002068487039308683	5454
immune	broad_cell_class	lymphocyte of b lineage	MEIS2	IL17RB	0	-0.0243603709603087	-0.005201413552237259	0.005201413552237259	3480
immune	broad_cell_class	myeloid leukocyte	MEIS2	IL17RB	0	-0.0243603709603087	-0.008978845076322503	0.008978845076322503	3299
immune	broad_cell_class	granulocyte	MEIS2	IL17RB	0	-0.0243603709603087	0.005592521025032022	0.005592521025032022	1925
immune	broad_cell_class	innate lymphoid cell	MEIS2	IL17RB	0	-0.0243603709603087	-0.0025559526870200105	0.0025559526870200105	405
immune	broad_cell_class	erythroid lineage cell	MEIS2	IL17RB	0	-0.0243603709603087	0.0	0.0	288
immune	broad_cell_class	t cell	MEN1	RAD51AP1	0	-0.000887180498367	0.0007648196128935312	0.0007648196128935312	5454
immune	broad_cell_class	lymphocyte of b lineage	MEN1	RAD51AP1	0	-0.000887180498367	0.00686860186948713	0.00686860186948713	3480
immune	broad_cell_class	myeloid leukocyte	MEN1	RAD51AP1	0	-0.000887180498367	0.006264014297966884	0.006264014297966884	3299
immune	broad_cell_class	granulocyte	MEN1	RAD51AP1	0	-0.000887180498367	0.11381311353803082	0.11381311353803082	1925
immune	broad_cell_class	innate lymphoid cell	MEN1	RAD51AP1	0	-0.000887180498367	-0.02586549662024093	0.02586549662024093	405
immune	broad_cell_class	erythroid lineage cell	MEN1	RAD51AP1	0	-0.000887180498367	0.6916608583733049	0.6916608583733049	288
immune	broad_cell_class	t cell	MITF	AFF3	0	-0.2510420854056985	0.12957773571610967	0.12957773571610967	5454
immune	broad_cell_class	lymphocyte of b lineage	MITF	AFF3	0	-0.2510420854056985	-0.9635816578141808	0.9635816578141808	3480
immune	broad_cell_class	myeloid leukocyte	MITF	AFF3	0	-0.2510420854056985	0.024161710891366657	0.024161710891366657	3299
immune	broad_cell_class	granulocyte	MITF	AFF3	0	-0.2510420854056985	0.004897189438874948	0.004897189438874948	1925
immune	broad_cell_class	innate lymphoid cell	MITF	AFF3	0	-0.2510420854056985	0.9980436019542065	0.9980436019542065	405
immune	broad_cell_class	erythroid lineage cell	MITF	AFF3	0	-0.2510420854056985	-0.004815423463738462	0.004815423463738462	288
immune	broad_cell_class	t cell	MITF	ARSG	0	0.0234325775433155	-0.0566153878049101	0.0566153878049101	5454
immune	broad_cell_class	lymphocyte of b lineage	MITF	ARSG	0	0.0234325775433155	0.15583204891623156	0.15583204891623156	3480
immune	broad_cell_class	myeloid leukocyte	MITF	ARSG	0	0.0234325775433155	-0.031395904402376086	0.031395904402376086	3299
immune	broad_cell_class	granulocyte	MITF	ARSG	0	0.0234325775433155	-0.23604908455517423	0.23604908455517423	1925
immune	broad_cell_class	innate lymphoid cell	MITF	ARSG	0	0.0234325775433155	-0.2577775405861483	0.2577775405861483	405
immune	broad_cell_class	erythroid lineage cell	MITF	ARSG	0	0.0234325775433155	-0.007968308573027383	0.007968308573027383	288
immune	broad_cell_class	t cell	MITF	TSC22D2	0	0.1861321685398076	0.06430236149393385	0.06430236149393385	5454
immune	broad_cell_class	lymphocyte of b lineage	MITF	TSC22D2	0	0.1861321685398076	-0.12380102749122636	0.12380102749122636	3480
immune	broad_cell_class	myeloid leukocyte	MITF	TSC22D2	0	0.1861321685398076	0.1803172977902586	0.1803172977902586	3299
immune	broad_cell_class	granulocyte	MITF	TSC22D2	0	0.1861321685398076	0.13543886045775863	0.13543886045775863	1925
immune	broad_cell_class	innate lymphoid cell	MITF	TSC22D2	0	0.1861321685398076	0.8123963380137645	0.8123963380137645	405
immune	broad_cell_class	erythroid lineage cell	MITF	TSC22D2	0	0.1861321685398076	0.06767029035423863	0.06767029035423863	288
immune	broad_cell_class	t cell	MYB	ANPEP	1	-0.0005746949133599	-0.004032079519194025	0.004032079519194025	5454
immune	broad_cell_class	lymphocyte of b lineage	MYB	ANPEP	1	-0.0005746949133599	-0.0026183646479050644	0.0026183646479050644	3480
immune	broad_cell_class	myeloid leukocyte	MYB	ANPEP	1	-0.0005746949133599	-0.11036375754426234	0.11036375754426234	3299
immune	broad_cell_class	granulocyte	MYB	ANPEP	1	-0.0005746949133599	-0.28972503544261324	0.28972503544261324	1925
immune	broad_cell_class	innate lymphoid cell	MYB	ANPEP	1	-0.0005746949133599	-0.015407636889610317	0.015407636889610317	405
immune	broad_cell_class	erythroid lineage cell	MYB	ANPEP	1	-0.0005746949133599	-0.027578980465362654	0.027578980465362654	288
immune	broad_cell_class	t cell	MYC	CCKBR	0	-0.0009276465335111	0.0	0.0	5454
immune	broad_cell_class	lymphocyte of b lineage	MYC	CCKBR	0	-0.0009276465335111	-0.0004919028610478917	0.0004919028610478917	3480
immune	broad_cell_class	myeloid leukocyte	MYC	CCKBR	0	-0.0009276465335111	-0.0011624080648657616	0.0011624080648657616	3299
immune	broad_cell_class	granulocyte	MYC	CCKBR	0	-0.0009276465335111	-0.001925923533094391	0.001925923533094391	1925
immune	broad_cell_class	innate lymphoid cell	MYC	CCKBR	0	-0.0009276465335111	0.0	0.0	405
immune	broad_cell_class	erythroid lineage cell	MYC	CCKBR	0	-0.0009276465335111	0.0	0.0	288
immune	broad_cell_class	t cell	MYC	MELTF	1	0.0600201685450164	0.00021082944736589256	0.00021082944736589256	5454
immune	broad_cell_class	lymphocyte of b lineage	MYC	MELTF	1	0.0600201685450164	-0.005325013552877596	0.005325013552877596	3480
immune	broad_cell_class	myeloid leukocyte	MYC	MELTF	1	0.0600201685450164	-0.005701765611032602	0.005701765611032602	3299
immune	broad_cell_class	granulocyte	MYC	MELTF	1	0.0600201685450164	0.1409011657304506	0.1409011657304506	1925
immune	broad_cell_class	innate lymphoid cell	MYC	MELTF	1	0.0600201685450164	0.0	0.0	405
immune	broad_cell_class	erythroid lineage cell	MYC	MELTF	1	0.0600201685450164	0.018371470127406603	0.018371470127406603	288
immune	broad_cell_class	t cell	MYC	SHMT1	0	0.0371827473058897	-0.0006616615918599612	0.0006616615918599612	5454
immune	broad_cell_class	lymphocyte of b lineage	MYC	SHMT1	0	0.0371827473058897	0.0034999848702666077	0.0034999848702666077	3480
immune	broad_cell_class	myeloid leukocyte	MYC	SHMT1	0	0.0371827473058897	0.07789345231247781	0.07789345231247781	3299
immune	broad_cell_class	granulocyte	MYC	SHMT1	0	0.0371827473058897	-0.01216783661281982	0.01216783661281982	1925
immune	broad_cell_class	innate lymphoid cell	MYC	SHMT1	0	0.0371827473058897	-0.040649903787192236	0.040649903787192236	405
immune	broad_cell_class	erythroid lineage cell	MYC	SHMT1	0	0.0371827473058897	0.046763979398356276	0.046763979398356276	288
immune	broad_cell_class	t cell	NFKB1	NOX5	0	1.2982252360551998e-05	-5.296792015639668e-06	5.296792015639668e-06	5454
immune	broad_cell_class	lymphocyte of b lineage	NFKB1	NOX5	0	1.2982252360551998e-05	0.00035231762452718734	0.00035231762452718734	3480
immune	broad_cell_class	myeloid leukocyte	NFKB1	NOX5	0	1.2982252360551998e-05	-0.0010621137218823245	0.0010621137218823245	3299
immune	broad_cell_class	granulocyte	NFKB1	NOX5	0	1.2982252360551998e-05	0.0	0.0	1925
immune	broad_cell_class	innate lymphoid cell	NFKB1	NOX5	0	1.2982252360551998e-05	0.0	0.0	405
immune	broad_cell_class	erythroid lineage cell	NFKB1	NOX5	0	1.2982252360551998e-05	0.0	0.0	288
immune	broad_cell_class	t cell	NFKB2	CXCL8	1	0.3721930989702101	0.004582752798510836	0.004582752798510836	5454
immune	broad_cell_class	lymphocyte of b lineage	NFKB2	CXCL8	1	0.3721930989702101	0.007548653174944315	0.007548653174944315	3480
immune	broad_cell_class	myeloid leukocyte	NFKB2	CXCL8	1	0.3721930989702101	0.6610979477356699	0.6610979477356699	3299
immune	broad_cell_class	granulocyte	NFKB2	CXCL8	1	0.3721930989702101	0.5131522821347108	0.5131522821347108	1925
immune	broad_cell_class	innate lymphoid cell	NFKB2	CXCL8	1	0.3721930989702101	-0.003376652016437989	0.003376652016437989	405
immune	broad_cell_class	erythroid lineage cell	NFKB2	CXCL8	1	0.3721930989702101	0.297285425458645	0.297285425458645	288
immune	broad_cell_class	t cell	NR2F2	RFTN1	0	-0.0067514081931193	0.08427562797818476	0.08427562797818476	5454
immune	broad_cell_class	lymphocyte of b lineage	NR2F2	RFTN1	0	-0.0067514081931193	0.17603202220894182	0.17603202220894182	3480
immune	broad_cell_class	myeloid leukocyte	NR2F2	RFTN1	0	-0.0067514081931193	0.08021139790680751	0.08021139790680751	3299
immune	broad_cell_class	granulocyte	NR2F2	RFTN1	0	-0.0067514081931193	-0.038223809138617414	0.038223809138617414	1925
immune	broad_cell_class	erythroid lineage cell	NR2F2	RFTN1	0	-0.0067514081931193	0.9843465099247642	0.9843465099247642	288
immune	broad_cell_class	t cell	PRDM14	TP53I11	0	-0.099794420123271	-0.039452827566449584	0.039452827566449584	5454
immune	broad_cell_class	lymphocyte of b lineage	PRDM14	TP53I11	0	-0.099794420123271	-0.07025263178712796	0.07025263178712796	3480
immune	broad_cell_class	myeloid leukocyte	PRDM14	TP53I11	0	-0.099794420123271	-0.12818144946720894	0.12818144946720894	3299
immune	broad_cell_class	granulocyte	PRDM14	TP53I11	0	-0.099794420123271	-0.17227002553679382	0.17227002553679382	1925
immune	broad_cell_class	t cell	RELA	CXCL8	1	0.1405033905439326	-0.007531442534702293	0.007531442534702293	5454
immune	broad_cell_class	lymphocyte of b lineage	RELA	CXCL8	1	0.1405033905439326	0.00915257836359354	0.00915257836359354	3480
immune	broad_cell_class	myeloid leukocyte	RELA	CXCL8	1	0.1405033905439326	0.12385699149326689	0.12385699149326689	3299
immune	broad_cell_class	granulocyte	RELA	CXCL8	1	0.1405033905439326	0.1668244680483729	0.1668244680483729	1925
immune	broad_cell_class	innate lymphoid cell	RELA	CXCL8	1	0.1405033905439326	-0.012844006368882444	0.012844006368882444	405
immune	broad_cell_class	erythroid lineage cell	RELA	CXCL8	1	0.1405033905439326	-0.0458150471528599	0.0458150471528599	288
immune	broad_cell_class	t cell	RELA	SLC9A2	1	0.0022740298928851	-0.0014886746237193962	0.0014886746237193962	5454
immune	broad_cell_class	lymphocyte of b lineage	RELA	SLC9A2	1	0.0022740298928851	0.001474874195393488	0.001474874195393488	3480
immune	broad_cell_class	myeloid leukocyte	RELA	SLC9A2	1	0.0022740298928851	-0.005436571727693828	0.005436571727693828	3299
immune	broad_cell_class	granulocyte	RELA	SLC9A2	1	0.0022740298928851	-0.0069960240682470625	0.0069960240682470625	1925
immune	broad_cell_class	innate lymphoid cell	RELA	SLC9A2	1	0.0022740298928851	0.011300733205715062	0.011300733205715062	405
immune	broad_cell_class	erythroid lineage cell	RELA	SLC9A2	1	0.0022740298928851	-0.005207476893663737	0.005207476893663737	288
immune	broad_cell_class	t cell	RFXANK	HLA-DRB5	0	-0.1594297233325364	0.015173283189990262	0.015173283189990262	5454
immune	broad_cell_class	lymphocyte of b lineage	RFXANK	HLA-DRB5	0	-0.1594297233325364	0.045660538428983224	0.045660538428983224	3480
immune	broad_cell_class	myeloid leukocyte	RFXANK	HLA-DRB5	0	-0.1594297233325364	0.08063866795068282	0.08063866795068282	3299
immune	broad_cell_class	granulocyte	RFXANK	HLA-DRB5	0	-0.1594297233325364	0.01847333167070017	0.01847333167070017	1925
immune	broad_cell_class	innate lymphoid cell	RFXANK	HLA-DRB5	0	-0.1594297233325364	-0.012376170802218261	0.012376170802218261	405
immune	broad_cell_class	erythroid lineage cell	RFXANK	HLA-DRB5	0	-0.1594297233325364	-0.004056416804978445	0.004056416804978445	288
immune	broad_cell_class	t cell	RUNX1	SLC22A4	0	0.0494475544899052	0.004648837733264246	0.004648837733264246	5454
immune	broad_cell_class	lymphocyte of b lineage	RUNX1	SLC22A4	0	0.0494475544899052	0.005303700144835343	0.005303700144835343	3480
immune	broad_cell_class	myeloid leukocyte	RUNX1	SLC22A4	0	0.0494475544899052	0.0671213876254832	0.0671213876254832	3299
immune	broad_cell_class	granulocyte	RUNX1	SLC22A4	0	0.0494475544899052	0.04853235171892566	0.04853235171892566	1925
immune	broad_cell_class	innate lymphoid cell	RUNX1	SLC22A4	0	0.0494475544899052	-0.0005573830123116031	0.0005573830123116031	405
